"","feature","metadata","value","coef","stderr","pval","name","qval","N","N.not.zero","tern1"
"1452","UniRef90_A0A209Q199","Group","WT-Old",-1.18806581089578,0.332605839192801,0.000830786776158129,"GroupWT-Old",0.00469634838753851,51,48,"WT_Old depleted gene families"
"1455","UniRef90_F9PUS3","Group","WT-Old",-1.12814860174117,0.316174031797768,0.000840472967215441,"GroupWT-Old",0.0047413072954669,51,47,"WT_Old depleted gene families"
"1456","UniRef90_UPI0005E20068","Group","WT-Old",-1.10648498117777,0.310461721729497,0.000850928245147992,"GroupWT-Old",0.00479699109627384,51,47,"WT_Old depleted gene families"
"1459","UniRef90_UPI00016C253E","Group","WT-Old",-1.34016588147442,0.376216383777567,0.000855468278514446,"GroupWT-Old",0.0048126686977701,51,46,"WT_Old depleted gene families"
"1460","UniRef90_UPI00083D5D6C","Group","WT-Old",-1.17337118459091,0.329546160652355,0.000859714398001373,"GroupWT-Old",0.00483324368410635,51,47,"WT_Old depleted gene families"
"1462","UniRef90_A0A139REG9","Group","WT-Old",-1.20565197843727,0.338714452789169,0.000862480495330993,"GroupWT-Old",0.00484216135819206,51,50,"WT_Old depleted gene families"
"1463","UniRef90_A0A0T8XDZ6","Group","WT-Old",-0.983972357261008,0.276649407700321,0.00086959475180913,"GroupWT-Old",0.00487876536079928,51,48,"WT_Old depleted gene families"
"1464","UniRef90_A0A100GT67","Group","WT-Old",-1.04253999750299,0.293144527026155,0.000870494674553197,"GroupWT-Old",0.00488047833929825,51,48,"WT_Old depleted gene families"
"1465","UniRef90_A0A2X3W1N7","Group","WT-Old",-0.977318973065963,0.275005921534458,0.000877270122334812,"GroupWT-Old",0.00491510796185948,51,51,"WT_Old depleted gene families"
"1466","UniRef90_A0A0E4H8Y0","Group","WT-Old",-0.908511639197968,0.255742353219863,0.000880849809292876,"GroupWT-Old",0.00493179756799177,51,50,"WT_Old depleted gene families"
"1467","UniRef90_D5AH92","Group","WT-Old",-1.06413235603158,0.299604979061431,0.00088260106590254,"GroupWT-Old",0.0049382341846817,51,48,"WT_Old depleted gene families"
"1468","UniRef90_R0LE41","Group","WT-Old",-1.03172940228088,0.291007021239188,0.000899667468550699,"GroupWT-Old",0.00503029331189655,51,49,"WT_Old depleted gene families"
"1469","UniRef90_Q8DW97","Group","WT-Old",-1.15408850803014,0.325552400254196,0.00090063604429415,"GroupWT-Old",0.0050322809064441,51,51,"WT_Old depleted gene families"
"1473","UniRef90_E7S7R8","Group","WT-Old",-1.08254361473839,0.305781797209662,0.000913549994420595,"GroupWT-Old",0.00509057593632331,51,48,"WT_Old depleted gene families"
"1477","UniRef90_UPI00099C621C","Group","WT-Old",-0.741043732336461,0.209546079858466,0.000924038889390269,"GroupWT-Old",0.00513507867577206,51,50,"WT_Old depleted gene families"
"1479","UniRef90_UPI000998F597","Group","WT-Old",-1.10289892484376,0.312260658515197,0.00093636448855208,"GroupWT-Old",0.00519653801354663,51,47,"WT_Old depleted gene families"
"1482","UniRef90_Q831U2","Group","WT-Old",-2.54464879812298,0.720801816548492,0.000941063251963379,"GroupWT-Old",0.00521204262625871,51,40,"WT_Old depleted gene families"
"1487","UniRef90_UPI0004173AD3","Group","WT-Old",-1.16225917500245,0.330066587462867,0.000966687474908524,"GroupWT-Old",0.00533776787102665,51,47,"WT_Old depleted gene families"
"1493","UniRef90_A0A139PJC6","Group","WT-Old",-1.36496743449841,0.388709902622859,0.000995161100063845,"GroupWT-Old",0.00547105312077967,51,45,"WT_Old depleted gene families"
"1495","UniRef90_F9P6Q4","Group","WT-Old",-1.08137086546027,0.308059272082096,0.000998907654773201,"GroupWT-Old",0.00548430369924979,51,50,"WT_Old depleted gene families"
"1496","UniRef90_A0A0Y2DDF5","Group","WT-Old",-0.933418627041724,0.26603201102308,0.0010036665053485,"GroupWT-Old",0.00550397568888966,51,50,"WT_Old depleted gene families"
"1497","UniRef90_A0A139PJQ0","Group","WT-Old",-0.925968067644415,0.263912707178257,0.00100383182337571,"GroupWT-Old",0.00550397568888966,51,48,"WT_Old depleted gene families"
"1498","UniRef90_A0A380KZ66","Group","WT-Old",-0.963340290705662,0.274640047775915,0.00100672495440919,"GroupWT-Old",0.00551615382229013,51,49,"WT_Old depleted gene families"
"1499","UniRef90_W1VST1","Group","WT-Old",-1.57059758419653,0.44813128595966,0.00101536577584015,"GroupWT-Old",0.00555978805076447,51,45,"WT_Old depleted gene families"
"1503","UniRef90_P65259","Group","WT-Old",-1.17637606293316,0.33609706336148,0.00102952763200374,"GroupWT-Old",0.00562233054124199,51,48,"WT_Old depleted gene families"
"1505","UniRef90_R0N2I9","Group","WT-Old",-1.08197516195421,0.309706409224742,0.00104976132360231,"GroupWT-Old",0.00572520992965299,51,49,"WT_Old depleted gene families"
"1507","UniRef90_A0A0F2CRL7","Group","WT-Old",-0.996158975062316,0.285694327456461,0.00107099021919435,"GroupWT-Old",0.00583076190395462,51,48,"WT_Old depleted gene families"
"1508","UniRef90_T0UDW0","Group","WT-Old",-1.18353040468139,0.339441991936751,0.00107132626664079,"GroupWT-Old",0.00583076190395462,51,46,"WT_Old depleted gene families"
"1509","UniRef90_UPI0004257FF1","Group","WT-Old",-1.54872938765957,0.444208029503643,0.00107195659272265,"GroupWT-Old",0.00583076190395462,51,48,"WT_Old depleted gene families"
"1511","UniRef90_A0A0M4K6L0","Group","WT-Old",-1.0689565108149,0.306916632850808,0.00108347567390475,"GroupWT-Old",0.00587976711949033,51,49,"WT_Old depleted gene families"
"1514","UniRef90_J1NRI7","Group","WT-Old",-0.799848213187391,0.229658382067193,0.00108384471946026,"GroupWT-Old",0.00587976711949033,51,51,"WT_Old depleted gene families"
"1516","UniRef90_A0A0E9E8T4","Group","WT-Old",-1.29308739190385,0.371706976306279,0.00109673649082093,"GroupWT-Old",0.00593408906833102,51,49,"WT_Old depleted gene families"
"1518","UniRef90_A0A0T8C8C9","Group","WT-Old",-0.767731025939167,0.220745405272411,0.00109959444802739,"GroupWT-Old",0.00594563322095441,51,51,"WT_Old depleted gene families"
"1519","UniRef90_A0A0T8AJT7","Group","WT-Old",-1.17718402920614,0.338538868089125,0.00110172346267993,"GroupWT-Old",0.00595322329274316,51,47,"WT_Old depleted gene families"
"1522","UniRef90_R4ZAW1","Group","WT-Old",-1.61108914134183,0.463520774765666,0.00110657559669265,"GroupWT-Old",0.00596765604313618,51,45,"WT_Old depleted gene families"
"1525","UniRef90_A0A072EFY7","Group","WT-Old",-1.06253184415063,0.305859366063343,0.00111262370887209,"GroupWT-Old",0.00598846911634236,51,51,"WT_Old depleted gene families"
"1528","UniRef90_UPI0005DBD9D8","Group","WT-Old",-1.4906233127314,0.429845964186283,0.00113293007536252,"GroupWT-Old",0.00608579192315155,51,45,"WT_Old depleted gene families"
"1529","UniRef90_A0A0U0KT55","Group","WT-Old",-1.00904357125176,0.291252094240113,0.00114405466571252,"GroupWT-Old",0.00614153086734362,51,46,"WT_Old depleted gene families"
"1531","UniRef90_D3H646","Group","WT-Old",-0.801190328771908,0.231372763828779,0.00114993100780386,"GroupWT-Old",0.00616501222211241,51,50,"WT_Old depleted gene families"
"1532","UniRef90_A0A380KVJ1","Group","WT-Old",-0.873805157956148,0.252453758740382,0.00115510694782845,"GroupWT-Old",0.006188719208731,51,50,"WT_Old depleted gene families"
"1533","UniRef90_A0A0E8ZNI6","Group","WT-Old",-0.783295080940403,0.226449205587164,0.00116269254679332,"GroupWT-Old",0.00622529708028674,51,51,"WT_Old depleted gene families"
"1534","UniRef90_G0ID11","Group","WT-Old",-1.21639049700044,0.351690503414264,0.00116384762384211,"GroupWT-Old",0.0062274193588631,51,49,"WT_Old depleted gene families"
"1535","UniRef90_UPI00061C0197","Group","WT-Old",-1.79450893927622,0.519448990063084,0.00117786856841847,"GroupWT-Old",0.00629833564141943,51,46,"WT_Old depleted gene families"
"1536","UniRef90_A0A0T8ABI2","Group","WT-Old",-0.963950256483362,0.279056019740552,0.00117896102272627,"GroupWT-Old",0.00630007296519352,51,49,"WT_Old depleted gene families"
"1538","UniRef90_A0A0D6J729","Group","WT-Old",-2.01715227952701,0.584580602872588,0.0011919995944377,"GroupWT-Old",0.00634908025382518,51,43,"WT_Old depleted gene families"
"1539","UniRef90_UPI0005E5B4AB","Group","WT-Old",-2.02264144858196,0.586119080688348,0.00119091729604344,"GroupWT-Old",0.00634908025382518,51,43,"WT_Old depleted gene families"
"1540","UniRef90_UPI00067C6EE9","Group","WT-Old",-2.01715227952701,0.584580602872588,0.0011919995944377,"GroupWT-Old",0.00634908025382518,51,43,"WT_Old depleted gene families"
"1541","UniRef90_W1VVE9","Group","WT-Old",-1.35818774756486,0.393591395167813,0.0011914429984785,"GroupWT-Old",0.00634908025382518,51,47,"WT_Old depleted gene families"
"1542","UniRef90_A4VW37","Group","WT-Old",-0.930259199895878,0.269691211958274,0.00119639526969928,"GroupWT-Old",0.00636519444877433,51,49,"WT_Old depleted gene families"
"1543","UniRef90_UPI00041A787A","Group","WT-Old",-1.15141945403539,0.333812680135988,0.00119657590575765,"GroupWT-Old",0.00636519444877433,51,47,"WT_Old depleted gene families"
"1546","UniRef90_UPI000CF62E21","Group","WT-Old",-0.852248686688461,0.247719569631721,0.0012284549254777,"GroupWT-Old",0.00652209445557631,51,49,"WT_Old depleted gene families"
"1547","UniRef90_A0A0T9GVE8","Group","WT-Old",-1.20599161215073,0.35063655608604,0.00123186789327498,"GroupWT-Old",0.00653598685714354,51,45,"WT_Old depleted gene families"
"1550","UniRef90_A0A098ZB37","Group","WT-Old",-0.964984962122931,0.280725213306095,0.00123901009701088,"GroupWT-Old",0.00655871872306797,51,51,"WT_Old depleted gene families"
"1551","UniRef90_Q1J621","Group","WT-Old",-1.42388925874426,0.414236924406508,0.00123934853063821,"GroupWT-Old",0.00655871872306797,51,47,"WT_Old depleted gene families"
"1553","UniRef90_A0A0H2UQN2","Group","WT-Old",-3.21447332155627,0.937026148433192,0.00126467227465803,"GroupWT-Old",0.00668411463644117,51,44,"WT_Old depleted gene families"
"1556","UniRef90_UPI0005DCEC28","Group","WT-Old",-1.78556310103347,0.520837918350098,0.00127308529705493,"GroupWT-Old",0.00671560675978591,51,46,"WT_Old depleted gene families"
"1557","UniRef90_A5MBA8","Group","WT-Old",-0.854210489150888,0.24922262466599,0.00127590036263758,"GroupWT-Old",0.00672181654462723,51,49,"WT_Old depleted gene families"
"1563","UniRef90_R0LJH3","Group","WT-Old",-1.67186118028762,0.487912725629246,0.00127943850859033,"GroupWT-Old",0.00672718985200435,51,45,"WT_Old depleted gene families"
"1566","UniRef90_E1M9Z3","Group","WT-Old",-0.92254249377387,0.269655071301952,0.00129976299961739,"GroupWT-Old",0.0068125508945463,51,49,"WT_Old depleted gene families"
"1571","UniRef90_E1M552","Group","WT-Old",-1.08419851226279,0.317394358768302,0.0013199934491202,"GroupWT-Old",0.00689656666478588,51,47,"WT_Old depleted gene families"
"1574","UniRef90_J0UZ12","Group","WT-Old",-1.87727379536969,0.550411393971021,0.00134052926741878,"GroupWT-Old",0.00699051094470989,51,42,"WT_Old depleted gene families"
"1578","UniRef90_A0A139NHP6","Group","WT-Old",-1.05479378399627,0.309483713622974,0.00135014491674318,"GroupWT-Old",0.00701517429081433,51,47,"WT_Old depleted gene families"
"1580","UniRef90_UPI000D3A0EF7","Group","WT-Old",-1.17097049362073,0.343576915454313,0.00135038686397254,"GroupWT-Old",0.00701517429081433,51,49,"WT_Old depleted gene families"
"1581","UniRef90_Q9A1X4","Group","WT-Old",-1.19246164078623,0.349965585918563,0.00135358746773243,"GroupWT-Old",0.00702735353266782,51,49,"WT_Old depleted gene families"
"1583","UniRef90_S7XIW3","Group","WT-Old",-1.0943749776867,0.321432423872544,0.00136429075149059,"GroupWT-Old",0.0070739725130984,51,48,"WT_Old depleted gene families"
"1592","UniRef90_F2CFR2","Group","WT-Old",-0.872571812147869,0.257336360634042,0.00142095107669423,"GroupWT-Old",0.00732610957129787,51,48,"WT_Old depleted gene families"
"1594","UniRef90_UPI0009A0EF46","Group","WT-Old",-0.819385093938833,0.241795955354765,0.00142944194169174,"GroupWT-Old",0.0073606395592257,51,51,"WT_Old depleted gene families"
"1595","UniRef90_Q8DUN9","Group","WT-Old",-1.45527336447211,0.429527293170451,0.0014322234046166,"GroupWT-Old",0.00737033837309911,51,42,"WT_Old depleted gene families"
"1600","UniRef90_Q04KA9","Group","WT-Old",-0.952975643882472,0.28139759125106,0.00143852028652291,"GroupWT-Old",0.00737919901573806,51,49,"WT_Old depleted gene families"
"1601","UniRef90_UPI00067E5C17","Group","WT-Old",-0.81899443334848,0.241807375140714,0.00143688213977514,"GroupWT-Old",0.00737919901573806,51,51,"WT_Old depleted gene families"
"1602","UniRef90_A0A1Q8EAD3","Group","WT-Old",-0.95807433162716,0.283037401455204,0.00144529030998848,"GroupWT-Old",0.00740508293657021,51,49,"WT_Old depleted gene families"
"1603","UniRef90_UPI00061CCC79","Group","WT-Old",-1.05306118086646,0.311132792373555,0.0014468567878057,"GroupWT-Old",0.00740848441316856,51,47,"WT_Old depleted gene families"
"1604","UniRef90_A0A2C9XME7","Group","WT-Old",-2.60184832752732,0.768959114870109,0.00145111591625158,"GroupWT-Old",0.00742566049912278,51,44,"WT_Old depleted gene families"
"1608","UniRef90_UPI00067E5032","Group","WT-Old",-0.787902486398982,0.233050341821935,0.00146291685447044,"GroupWT-Old",0.00746742633177447,51,51,"WT_Old depleted gene families"
"1611","UniRef90_U5PEN7","Group","WT-Old",-1.18179469192286,0.349988270471716,0.00148077717885065,"GroupWT-Old",0.00754451836375305,51,48,"WT_Old depleted gene families"
"1612","UniRef90_A0A0T9APD5","Group","WT-Old",-1.16842041936669,0.346410416678434,0.00149699546277311,"GroupWT-Old",0.00761769296865573,51,46,"WT_Old depleted gene families"
"1615","UniRef90_R4Z8M6","Group","WT-Old",-1.2986687064616,0.385145563453079,0.00150157103248227,"GroupWT-Old",0.00763151395332166,51,47,"WT_Old depleted gene families"
"1616","UniRef90_A0A209NQ13","Group","WT-Old",-0.808623802674924,0.239843449571513,0.00150343621483498,"GroupWT-Old",0.00763626513079548,51,48,"WT_Old depleted gene families"
"1617","UniRef90_A0A0Y2A0U6","Group","WT-Old",-1.78419582819279,0.529376709565471,0.00150824185048798,"GroupWT-Old",0.00765593636908184,51,46,"WT_Old depleted gene families"
"1618","UniRef90_A0A139PZ58","Group","WT-Old",-0.999522980861662,0.296657138823723,0.00151301737231464,"GroupWT-Old",0.00767068968002383,51,48,"WT_Old depleted gene families"
"1619","UniRef90_A0A172QAD4","Group","WT-Old",-1.27027466845546,0.377005035565356,0.00151258935413383,"GroupWT-Old",0.00767068968002383,51,47,"WT_Old depleted gene families"
"1620","UniRef90_UPI000E3DAE8E","Group","WT-Old",-1.00550496481387,0.298540040343538,0.00151837684001289,"GroupWT-Old",0.00769310932273196,51,49,"WT_Old depleted gene families"
"1621","UniRef90_A0A0T9AEP8","Group","WT-Old",-1.10131920256057,0.327296585289993,0.00153250421249167,"GroupWT-Old",0.00775989794949515,51,50,"WT_Old depleted gene families"
"1622","UniRef90_A0A0H3N193","Group","WT-Old",-0.901981039655216,0.268103056304408,0.00153513908239639,"GroupWT-Old",0.00776844734174451,51,48,"WT_Old depleted gene families"
"1623","UniRef90_C7SDD3","Group","WT-Old",-1.10566742250935,0.328753679671782,0.00154005773723093,"GroupWT-Old",0.00778853598717897,51,47,"WT_Old depleted gene families"
"1624","UniRef90_B5E3W1","Group","WT-Old",-1.25773773886341,0.374032601736212,0.00154260491464796,"GroupWT-Old",0.00779661400211235,51,47,"WT_Old depleted gene families"
"1625","UniRef90_E1MAE3","Group","WT-Old",-1.65079083776202,0.491110792848792,0.00154846202604408,"GroupWT-Old",0.00782140080601221,51,41,"WT_Old depleted gene families"
"1627","UniRef90_A0A3A4N2G1","Group","WT-Old",-1.43085725578409,0.426034006133656,0.00156109031182428,"GroupWT-Old",0.0078754943327927,51,47,"WT_Old depleted gene families"
"1630","UniRef90_U2XDC7","Group","WT-Old",-0.889934043592344,0.265233993804594,0.00157603253981258,"GroupWT-Old",0.00793624238452864,51,49,"WT_Old depleted gene families"
"1637","UniRef90_UPI000B598490","Group","WT-Old",-0.863497119503128,0.258313536472544,0.00163414105719224,"GroupWT-Old",0.00819366511755279,51,51,"WT_Old depleted gene families"
"1639","UniRef90_A5M5P5","Group","WT-Old",-1.09797715752003,0.328674312713625,0.00164462567230285,"GroupWT-Old",0.00823617298246599,51,47,"WT_Old depleted gene families"
"1640","UniRef90_A0A2X3SMX4","Group","WT-Old",-1.00844160501637,0.302005708496748,0.00165168931865933,"GroupWT-Old",0.00826650361436328,51,49,"WT_Old depleted gene families"
"1641","UniRef90_A0A0T9AGE5","Group","WT-Old",-0.884800142279364,0.264996024967838,0.00165278751235581,"GroupWT-Old",0.0082669591111618,51,49,"WT_Old depleted gene families"
"1643","UniRef90_A0A380EUF0","Group","WT-Old",-1.26735984992529,0.379620358006257,0.00165483128717227,"GroupWT-Old",0.00827043426895923,51,48,"WT_Old depleted gene families"
"1644","UniRef90_F9HH82","Group","WT-Old",-1.09364135662248,0.327607432359606,0.00165591250025817,"GroupWT-Old",0.00827043426895923,51,47,"WT_Old depleted gene families"
"1645","UniRef90_A0A0T8YKM1","Group","WT-Old",-0.862904823371168,0.258526596643733,0.00165826053372056,"GroupWT-Old",0.0082741656296525,51,51,"WT_Old depleted gene families"
"1646","UniRef90_UPI00099BE511","Group","WT-Old",-1.17422135461963,0.351864362445171,0.00166133242653355,"GroupWT-Old",0.00828445720351604,51,47,"WT_Old depleted gene families"
"1647","UniRef90_A0A0F2CHW5","Group","WT-Old",-1.01496774032286,0.304177733929766,0.00166318110120329,"GroupWT-Old",0.0082886402420623,51,48,"WT_Old depleted gene families"
"1652","UniRef90_P64064","Group","WT-Old",-1.12949052640994,0.339801485729681,0.00172600142916145,"GroupWT-Old",0.00857404037437494,51,47,"WT_Old depleted gene families"
"1654","UniRef90_D5AF01","Group","WT-Old",-1.14347750661526,0.344337771745007,0.00174191902427105,"GroupWT-Old",0.00864429948682995,51,46,"WT_Old depleted gene families"
"1655","UniRef90_R3GYZ1","Group","WT-Old",-2.71924316505926,0.818937076915816,0.00174367249894912,"GroupWT-Old",0.00864777273194826,51,39,"WT_Old depleted gene families"
"1658","UniRef90_A0A139PGL5","Group","WT-Old",-2.16128349103303,0.651795257343376,0.00176684277389187,"GroupWT-Old",0.00874683081309074,51,44,"WT_Old depleted gene families"
"1659","UniRef90_A0A0U0PU68","Group","WT-Old",-0.97493927957802,0.294070590105017,0.00176975504453542,"GroupWT-Old",0.00875596709195104,51,49,"WT_Old depleted gene families"
"1661","UniRef90_Q8CWX7","Group","WT-Old",-1.19349101910248,0.360192313149027,0.00177920568727169,"GroupWT-Old",0.00879212539501868,51,47,"WT_Old depleted gene families"
"1668","UniRef90_A0A081QNZ7","Group","WT-Old",-1.10988156392315,0.335732203837477,0.0018188763678457,"GroupWT-Old",0.00894507922545086,51,49,"WT_Old depleted gene families"
"1670","UniRef90_A0A139PAM5","Group","WT-Old",-1.30415777780497,0.394629289146945,0.00182459620462877,"GroupWT-Old",0.00896246896923574,51,49,"WT_Old depleted gene families"
"1674","UniRef90_A0A139NNM1","Group","WT-Old",-0.851689816437246,0.257911828960218,0.00183789623841199,"GroupWT-Old",0.00901162026576203,51,49,"WT_Old depleted gene families"
"1675","UniRef90_A0A1S1XXG3","Group","WT-Old",-1.2967821057356,0.39283059342274,0.00184389592919994,"GroupWT-Old",0.00903092194106971,51,49,"WT_Old depleted gene families"
"1678","UniRef90_A0A121AK92","Group","WT-Old",-1.09067849530376,0.330567615299674,0.00185302920063398,"GroupWT-Old",0.00906416190631927,51,49,"WT_Old depleted gene families"
"1679","UniRef90_Q8DT95","Group","WT-Old",-1.50288218302962,0.455638294740106,0.00185838778929636,"GroupWT-Old",0.00908495948454109,51,47,"WT_Old depleted gene families"
"1681","UniRef90_A3CMQ7","Group","WT-Old",-0.972611338347779,0.295213832459324,0.00187893252144543,"GroupWT-Old",0.00917446646997268,51,49,"WT_Old depleted gene families"
"1682","UniRef90_A0A139REP2","Group","WT-Old",-2.9438695308292,0.893998125988992,0.00188802249972565,"GroupWT-Old",0.00921337020080151,51,45,"WT_Old depleted gene families"
"1686","UniRef90_A0A239SS66","Group","WT-Old",-1.06324162130889,0.323461442506225,0.0019201354457646,"GroupWT-Old",0.00934230689913207,51,45,"WT_Old depleted gene families"
"1688","UniRef90_A0A0T8ARB2","Group","WT-Old",-0.924133596204034,0.281181802807387,0.00192272850745298,"GroupWT-Old",0.0093493812732074,51,48,"WT_Old depleted gene families"
"1690","UniRef90_Q71MI1","Group","WT-Old",-1.13297225948658,0.345011289573013,0.00193793386988749,"GroupWT-Old",0.009412166392921,51,49,"WT_Old depleted gene families"
"1695","UniRef90_W1V956","Group","WT-Old",-1.19747537345908,0.365029270525492,0.00195687421083035,"GroupWT-Old",0.00947612007226876,51,48,"WT_Old depleted gene families"
"1698","UniRef90_J0VE06","Group","WT-Old",-1.10382938503324,0.336849200714654,0.00197705967790602,"GroupWT-Old",0.00955660783907028,51,48,"WT_Old depleted gene families"
"1700","UniRef90_A0A111BMS2","Group","WT-Old",-0.959347452335206,0.292828081227465,0.00198149302801661,"GroupWT-Old",0.00956711457291783,51,48,"WT_Old depleted gene families"
"1701","UniRef90_Q8DVP8","Group","WT-Old",-1.35103278086342,0.412562075429256,0.00198952931853047,"GroupWT-Old",0.00960026845767084,51,46,"WT_Old depleted gene families"
"1705","UniRef90_D5AER5","Group","WT-Old",-1.11672189160414,0.341472045314585,0.00201497294884842,"GroupWT-Old",0.00970023341005739,51,45,"WT_Old depleted gene families"
"1707","UniRef90_A0A139NKI0","Group","WT-Old",-1.13424675331071,0.347054168908414,0.00202719392753675,"GroupWT-Old",0.00974763196087969,51,49,"WT_Old depleted gene families"
"1708","UniRef90_A0A3A4MRE3","Group","WT-Old",-0.762974572085418,0.233569836721701,0.00203672055242425,"GroupWT-Old",0.00978770626129876,51,51,"WT_Old depleted gene families"
"1711","UniRef90_A0A0T8FDI0","Group","WT-Old",-1.10323419726649,0.337921377875414,0.00204735769496826,"GroupWT-Old",0.00982157332571567,51,47,"WT_Old depleted gene families"
"1713","UniRef90_C1CHL2","Group","WT-Old",-1.60022372867586,0.490637861348082,0.00206653905342431,"GroupWT-Old",0.00989623836085575,51,45,"WT_Old depleted gene families"
"1716","UniRef90_UPI00037F386E","Group","WT-Old",-0.989784798966777,0.303812202578087,0.00208819176578623,"GroupWT-Old",0.0099882739006838,51,47,"WT_Old depleted gene families"
"1718","UniRef90_A0A0U0K3B8","Group","WT-Old",-1.10213551172699,0.338533648682476,0.00210181493372569,"GroupWT-Old",0.0100417328149129,51,50,"WT_Old depleted gene families"
"1719","UniRef90_G5K8Y4","Group","WT-Old",-1.14397300190783,0.351665651974251,0.00211755353267212,"GroupWT-Old",0.010107432815078,51,46,"WT_Old depleted gene families"
"1721","UniRef90_A0A0Z8KXM0","Group","WT-Old",-1.39227682172012,0.428080574837595,0.00212145436367541,"GroupWT-Old",0.0101178950709168,51,41,"WT_Old depleted gene families"
"1726","UniRef90_A0A139P7I2","Group","WT-Old",-0.810962524495103,0.249682289831004,0.00214832038689481,"GroupWT-Old",0.0102163463126492,51,49,"WT_Old depleted gene families"
"1727","UniRef90_A0A0E9EFD8","Group","WT-Old",-1.33333660205425,0.410973657688965,0.00217083532243277,"GroupWT-Old",0.0103163170002225,51,49,"WT_Old depleted gene families"
"1730","UniRef90_Q99ZU0","Group","WT-Old",-1.08591061899252,0.33475271802008,0.00217342862267791,"GroupWT-Old",0.0103163170002225,51,45,"WT_Old depleted gene families"
"1731","UniRef90_A0A0E9GH14","Group","WT-Old",-1.13693444747225,0.350569000213092,0.00217845347585036,"GroupWT-Old",0.0103297204678104,51,47,"WT_Old depleted gene families"
"1732","UniRef90_A0A0E9GCX6","Group","WT-Old",-1.28321071535254,0.395712837787532,0.00218050603505182,"GroupWT-Old",0.0103308114851034,51,47,"WT_Old depleted gene families"
"1733","UniRef90_A0A0U0KD72","Group","WT-Old",-1.28335158117331,0.395769866721798,0.00218120081672566,"GroupWT-Old",0.0103308114851034,51,50,"WT_Old depleted gene families"
"1734","UniRef90_Q8CZ89","Group","WT-Old",-1.0833890980227,0.334430525973735,0.00220105108365926,"GroupWT-Old",0.0104188162022348,51,49,"WT_Old depleted gene families"
"1736","UniRef90_A0A0Z8IJ42","Group","WT-Old",-1.30288532282991,0.402804209928939,0.00223252538193313,"GroupWT-Old",0.0105556269210294,51,45,"WT_Old depleted gene families"
"1737","UniRef90_A0A380L156","Group","WT-Old",-1.56611295848557,0.484251732448199,0.00223539161325078,"GroupWT-Old",0.0105630940481073,51,49,"WT_Old depleted gene families"
"1740","UniRef90_UPI000CF453E4","Group","WT-Old",-0.908378388332733,0.280978407784299,0.00224292014096487,"GroupWT-Old",0.0105803956994481,51,51,"WT_Old depleted gene families"
"1741","UniRef90_W1VCS0","Group","WT-Old",-0.832812046144115,0.25763550065691,0.00224542810893092,"GroupWT-Old",0.0105861423998306,51,49,"WT_Old depleted gene families"
"1742","UniRef90_A0A0N0VC70","Group","WT-Old",-0.930190029625855,0.287812999117436,0.00224925120041176,"GroupWT-Old",0.0105919987682041,51,48,"WT_Old depleted gene families"
"1746","UniRef90_A0A380KYI8","Group","WT-Old",-1.05193929164812,0.325634978185321,0.00225890972663303,"GroupWT-Old",0.0106192044880893,51,48,"WT_Old depleted gene families"
"1751","UniRef90_Q04JQ8","Group","WT-Old",-0.904601384493091,0.280376959033532,0.00228517365145909,"GroupWT-Old",0.0107119961914199,51,48,"WT_Old depleted gene families"
"1752","UniRef90_A0A150NTB8","Group","WT-Old",-1.14735421812216,0.355687027809467,0.00228931625323623,"GroupWT-Old",0.0107252898439286,51,47,"WT_Old depleted gene families"
"1753","UniRef90_J0V4E4","Group","WT-Old",-1.02439313158627,0.31763308498266,0.00229361715974565,"GroupWT-Old",0.0107393095534468,51,49,"WT_Old depleted gene families"
"1755","UniRef90_T0U342","Group","WT-Old",-0.879916462085334,0.272934141062748,0.00230127493986591,"GroupWT-Old",0.0107663970400616,51,47,"WT_Old depleted gene families"
"1757","UniRef90_A0A0T7T4K3","Group","WT-Old",-1.15849819439599,0.359430628289666,0.00230631393218869,"GroupWT-Old",0.010774174590441,51,46,"WT_Old depleted gene families"
"1759","UniRef90_A5M692","Group","WT-Old",-1.08332669874292,0.336276625456408,0.00231695453640537,"GroupWT-Old",0.0108054334288723,51,48,"WT_Old depleted gene families"
"1760","UniRef90_UPI000CF61633","Group","WT-Old",-0.862258075912028,0.267649703430177,0.00231657528360729,"GroupWT-Old",0.0108054334288723,51,50,"WT_Old depleted gene families"
"1771","UniRef90_A0A098D0B3","Group","WT-Old",-1.37952682250626,0.429946170196483,0.00240389946831178,"GroupWT-Old",0.0111412799751006,51,49,"WT_Old depleted gene families"
"1774","UniRef90_A0A2K1SX79","Group","WT-Old",-0.920017116468649,0.28688122133713,0.00241515661595437,"GroupWT-Old",0.0111807869494111,51,48,"WT_Old depleted gene families"
"1776","UniRef90_H6V2E9","Group","WT-Old",-1.51462590811564,0.47276956608594,0.00243746342916388,"GroupWT-Old",0.0112708522993881,51,46,"WT_Old depleted gene families"
"1779","UniRef90_A0A0T8XT37","Group","WT-Old",-1.27591257365724,0.39859982315807,0.0024565501608679,"GroupWT-Old",0.0113296475569071,51,46,"WT_Old depleted gene families"
"1780","UniRef90_D5AJH1","Group","WT-Old",-0.940334415535094,0.29376941913329,0.0024569654789589,"GroupWT-Old",0.0113296475569071,51,49,"WT_Old depleted gene families"
